Datetime,DE_LU
"2022-07-17 20:00:00",426.4
"2022-07-17 21:00:00",434.95
"2022-07-17 22:00:00",430.02
"2022-07-17 23:00:00",406.57
"2022-07-18 00:00:00",389.77
"2022-07-18 01:00:00",328.49
"2022-07-18 02:00:00",299.23
"2022-07-18 03:00:00",282.44
"2022-07-18 04:00:00",287.08
"2022-07-18 05:00:00",305.11
"2022-07-18 06:00:00",393.11
"2022-07-18 07:00:00",424.94
"2022-07-18 08:00:00",401.82
"2022-07-18 09:00:00",373.93
"2022-07-18 10:00:00",324.03
"2022-07-18 11:00:00",303.44
"2022-07-18 12:00:00",291.35
"2022-07-18 13:00:00",271.57
"2022-07-18 14:00:00",277.89
"2022-07-18 15:00:00",279.97
"2022-07-18 16:00:00",386.25
"2022-07-18 17:00:00",455.42
"2022-07-18 18:00:00",512.56
"2022-07-18 19:00:00",637.64
"2022-07-18 20:00:00",679.54
"2022-07-18 21:00:00",600
"2022-07-18 22:00:00",530.13
"2022-07-18 23:00:00",469.86
"2022-07-19 00:00:00",402.46
"2022-07-19 01:00:00",368.99
"2022-07-19 02:00:00",336.39
"2022-07-19 03:00:00",325.24
"2022-07-19 04:00:00",318.72
"2022-07-19 05:00:00",350.98
"2022-07-19 06:00:00",440
"2022-07-19 07:00:00",483.43
"2022-07-19 08:00:00",452.95
"2022-07-19 09:00:00",385.6
"2022-07-19 10:00:00",364.07
"2022-07-19 11:00:00",342.88
"2022-07-19 12:00:00",344.33
"2022-07-19 13:00:00",339.53
"2022-07-19 14:00:00",322.72
"2022-07-19 15:00:00",348.17
"2022-07-19 16:00:00",380.01
"2022-07-19 17:00:00",443.42
"2022-07-19 18:00:00",484.1
"2022-07-19 19:00:00",581.25
"2022-07-19 20:00:00",570.05
"2022-07-19 21:00:00",466.15
"2022-07-19 22:00:00",392.7
"2022-07-19 23:00:00",285.91
"2022-07-20 00:00:00",268.35
"2022-07-20 01:00:00",241.92
"2022-07-20 02:00:00",234.63
"2022-07-20 03:00:00",236.89
"2022-07-20 04:00:00",235.99
"2022-07-20 05:00:00",280.09
"2022-07-20 06:00:00",377.03
"2022-07-20 07:00:00",425.07
"2022-07-20 08:00:00",394.46
"2022-07-20 09:00:00",334.09
"2022-07-20 10:00:00",299.15
"2022-07-20 11:00:00",230.98
"2022-07-20 12:00:00",228.72
"2022-07-20 13:00:00",235.91
"2022-07-20 14:00:00",238.46
"2022-07-20 15:00:00",287.4
